v ATLAS
# This file was created by ATLAS version 5.14.0.R on Tue Mar 05 01:39:48 2013.
#SSF 2.0 generic
##############################################################################
#                    Copyright © 1984 - 2008                                 #
#                    Silvaco Data Systems, Inc. All rights reserved          #
#                                                                            #
# This file format and the following Key are copyright SILVACO Data Systems. #
# You may not use, this format or key without reproducing this message in    #
# full and obtaining express written permission from SILVACO Data Systems.   #
#                                                                            #
# To obtain such permission please contact: Silvaco Data Systems             #
#                                           support@silvaco.com              #
#                                                                            #
# KEY=SVC86hn7562asdx                       PROD=345                         #
##############################################################################
y 3 700 711 15
z 0 1e+041 300
f 4 gate source drain substrate 
p 15 61 2 601 20 3 602 21 4 603 22 5 604 23 502 503 
d 2.0000000e-012 0.000000000e+000 0.000000000e+000 -4.720962339e-005 0.000000000e+000 0.000000000e+000 -6.627832359e-005 5.000000000e+000 5.000000000e+000 3.160332969e-004 0.000000000e+000 0.000000000e+000 -2.025453704e-004  1.49765e-016 7.54101e-015 
d 3.0000000e-012 0.000000000e+000 0.000000000e+000 -2.693716970e-005 0.000000000e+000 0.000000000e+000 -4.870150051e-005 5.000000000e+000 5.000000000e+000 2.632483516e-004 0.000000000e+000 0.000000000e+000 -1.876096734e-004  9.20191e-022 7.54101e-015 
d 4.0000000e-012 0.000000000e+000 0.000000000e+000 -1.333533041e-005 0.000000000e+000 0.000000000e+000 -3.260966007e-005 5.000000000e+000 5.000000000e+000 2.183936072e-004 0.000000000e+000 0.000000000e+000 -1.724486111e-004  1.89665e-030 7.54101e-015 
d 5.0000000e-012 0.000000000e+000 0.000000000e+000 -4.473813018e-006 0.000000000e+000 0.000000000e+000 -1.938874468e-005 5.000000000e+000 5.000000000e+000 1.830716990e-004 0.000000000e+000 0.000000000e+000 -1.592090507e-004  1.31142e-042 7.54101e-015 
d 6.0000000e-012 0.000000000e+000 0.000000000e+000 1.224707286e-006 0.000000000e+000 0.000000000e+000 -8.956694344e-006 5.000000000e+000 5.000000000e+000 1.552850810e-004 0.000000000e+000 0.000000000e+000 -1.475530888e-004  3.04187e-058 7.54101e-015 
d 7.0000000e-012 0.000000000e+000 0.000000000e+000 4.782079092e-006 0.000000000e+000 0.000000000e+000 -1.018018578e-006 5.000000000e+000 5.000000000e+000 1.332476030e-004 0.000000000e+000 0.000000000e+000 -1.370122284e-004  2.36692e-077 7.54101e-015 
d 8.0000000e-012 0.000000000e+000 0.000000000e+000 6.880093654e-006 0.000000000e+000 0.000000000e+000 4.763768140e-006 5.000000000e+000 5.000000000e+000 1.156693451e-004 0.000000000e+000 0.000000000e+000 -1.273131855e-004  6.17833e-100 7.54101e-015 
d 9.0000000e-012 0.000000000e+000 0.000000000e+000 7.998716266e-006 0.000000000e+000 0.000000000e+000 8.753418092e-006 5.000000000e+000 5.000000000e+000 1.015719509e-004 0.000000000e+000 0.000000000e+000 -1.183242817e-004  5.41006e-126 7.54101e-015 
d 1.0000000e-011 0.000000000e+000 0.000000000e+000 8.465886817e-006 0.000000000e+000 0.000000000e+000 1.133006451e-005 5.000000000e+000 5.000000000e+000 9.018380169e-005 0.000000000e+000 0.000000000e+000 -1.099797523e-004  1.5892e-155 7.54101e-015 
d 1.1000000e-011 0.000000000e+000 0.000000000e+000 8.510494053e-006 0.000000000e+000 0.000000000e+000 1.283481157e-005 5.000000000e+000 5.000000000e+000 8.089513745e-005 0.000000000e+000 0.000000000e+000 -1.022404332e-004  1.56602e-188 7.54101e-015 
d 1.2000000e-011 0.000000000e+000 0.000000000e+000 8.287077898e-006 0.000000000e+000 0.000000000e+000 1.355393032e-005 5.000000000e+000 5.000000000e+000 7.323373915e-005 0.000000000e+000 0.000000000e+000 -9.507471445e-005  5.17679e-225 7.54101e-015 
d 1.3000000e-011 0.000000000e+000 0.000000000e+000 7.899756106e-006 0.000000000e+000 0.000000000e+000 1.371644145e-005 5.000000000e+000 5.000000000e+000 6.683815254e-005 0.000000000e+000 0.000000000e+000 -8.845435093e-005  5.74074e-265 7.54101e-015 
d 1.4000000e-011 0.000000000e+000 0.000000000e+000 7.418481202e-006 0.000000000e+000 0.000000000e+000 1.349975526e-005 5.000000000e+000 5.000000000e+000 6.143412439e-005 0.000000000e+000 0.000000000e+000 -8.235268810e-005  2.1356e-308 7.54101e-015 
d 1.5000000e-011 0.000000000e+000 0.000000000e+000 6.890444757e-006 0.000000000e+000 0.000000000e+000 1.303848102e-005 5.000000000e+000 5.000000000e+000 5.681478716e-005 0.000000000e+000 0.000000000e+000 -7.674397469e-005  0 7.54101e-015 
d 1.6000000e-011 0.000000000e+000 0.000000000e+000 6.347132492e-006 0.000000000e+000 0.000000000e+000 1.243206345e-005 5.000000000e+000 5.000000000e+000 5.282333344e-005 0.000000000e+000 0.000000000e+000 -7.160250051e-005  0 7.54101e-015 
d 1.7000000e-011 0.000000000e+000 0.000000000e+000 5.809325521e-006 0.000000000e+000 0.000000000e+000 1.175128498e-005 5.000000000e+000 5.000000000e+000 4.934046696e-005 0.000000000e+000 0.000000000e+000 -6.690176985e-005  0 7.54101e-015 
d 1.8000000e-011 0.000000000e+000 0.000000000e+000 5.291054315e-006 0.000000000e+000 0.000000000e+000 1.104812109e-005 5.000000000e+000 5.000000000e+000 4.627446897e-005 0.000000000e+000 0.000000000e+000 -6.261451110e-005  0 7.54101e-015 
d 1.9000000e-011 0.000000000e+000 0.000000000e+000 4.800686895e-006 0.000000000e+000 0.000000000e+000 1.035663197e-005 5.000000000e+000 5.000000000e+000 4.355404224e-005 0.000000000e+000 0.000000000e+000 -5.871209930e-005  0 7.54101e-015 
d 2.0000000e-011 0.000000000e+000 0.000000000e+000 4.343174923e-006 0.000000000e+000 0.000000000e+000 9.698697147e-006 5.000000000e+000 5.000000000e+000 4.112333677e-005 0.000000000e+000 0.000000000e+000 -5.516575291e-005  0 7.54101e-015 
d 2.1000000e-011 0.000000000e+000 0.000000000e+000 3.920960795e-006 0.000000000e+000 0.000000000e+000 9.087691787e-006 5.000000000e+000 5.000000000e+000 3.893788336e-005 0.000000000e+000 0.000000000e+000 -5.194688042e-005  0 7.54101e-015 
d 2.2000000e-011 0.000000000e+000 0.000000000e+000 3.534744432e-006 0.000000000e+000 0.000000000e+000 8.530753111e-006 5.000000000e+000 5.000000000e+000 3.696189919e-005 0.000000000e+000 0.000000000e+000 -4.902754359e-005  0 7.54101e-015 
d 2.3000000e-011 0.000000000e+000 0.000000000e+000 3.183932567e-006 0.000000000e+000 0.000000000e+000 8.030271723e-006 5.000000000e+000 5.000000000e+000 3.516627206e-005 0.000000000e+000 0.000000000e+000 -4.638067224e-005  0 7.54101e-015 
d 2.4000000e-011 0.000000000e+000 0.000000000e+000 2.867205664e-006 0.000000000e+000 0.000000000e+000 7.586350098e-006 5.000000000e+000 5.000000000e+000 3.352690589e-005 0.000000000e+000 0.000000000e+000 -4.398057769e-005  0 7.54101e-015 
d 2.5000000e-011 0.000000000e+000 0.000000000e+000 2.582566235e-006 0.000000000e+000 0.000000000e+000 7.196666207e-006 5.000000000e+000 5.000000000e+000 3.202369547e-005 0.000000000e+000 0.000000000e+000 -4.180303678e-005  0 7.54101e-015 
